shop_name,category,name_product,product_id,url_product,main_ingredient,attributes,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,is_premium,rarity_score
Ферма Моей Мамы,Овощи и фрукты,лук репчатый,84756,https://svoe-rodnoe.ru/category/roots/18550-0007-luk-repchatyj,лук,"[""репчатый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ферма Моей Мамы,Овощи и фрукты,петрушка,54922,https://svoe-rodnoe.ru/category/zelen/18550-06-petrushka,петрушка,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ферма Моей Мамы,Овощи и фрукты,салат,54923,https://svoe-rodnoe.ru/category/zelen/18550-09-salat,салат,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
«Борька и Зорька»,Бакалея,тушенка из домашних цыплят без кости в стекле,165704,https://svoe-rodnoe.ru/category/stew/18294-00072-tushenka-iz-domashnih-cypljat-bez-kosti-v-stekle,тушёнка,"[""домашний"", ""цыплёнок"", ""кость"", ""стекло""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
«Борька и Зорька»,Бакалея,фреш паста с шафраном,166302,https://svoe-rodnoe.ru/category/vtorye-bljuda/18294-00115-fresh-pasta-s-shafranom,фреш,"[""паста"", ""шафран""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
«Борька и Зорька»,Заморозка,курзе с бараниной и телятиной,123575,https://svoe-rodnoe.ru/category/pel-meni/18294-63-kurze-baranina,курза,"[""баранина"", ""телятина""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
«Борька и Зорька»,Мясо и птица,долма,121462,https://svoe-rodnoe.ru/category/farsh-domashnij/18294-19-dolma,долма,"[""долма""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
«Борька и Зорька»,Бакалея,песто домашний классический,165808,https://svoe-rodnoe.ru/category/canned/18294-0078-pesto-domashnij-klassicheskij,песто,"[""домашний"", ""классический""]",1,1,1,1,1,1,1,1,1,1,1,1,1,1
«Борька и Зорька»,Бакалея,рийет индоутка/яблоко,123579,https://svoe-rodnoe.ru/category/snjeki/18294-67-rijet-indoutka-jabloko,рийет,"[""индоутка"", ""яблоко""]",1,1,1,1,1,1,1,1,1,1,1,1,1,1
«Борька и Зорька»,Мясо и птица,курица фермерская,165926,https://svoe-rodnoe.ru/category/chicken/18294-000112-kurica-fermerskaja,курица,"[""фермерский""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
«Борька и Зорька»,Мясо и птица,смалец застольный,165910,https://svoe-rodnoe.ru/category/kopchenoe-i-vjalenoe-mjaso/18294-00097-smalec-zastol-nyj,смалец,"[""застольный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
«Борька и Зорька»,Заморозка,долма постная с отборным нутом,166303,https://svoe-rodnoe.ru/category/polufabrikaty-mjasnye/18294-00116-dolma-postnaja-s-otbornym-nutom,нут,"[""долма"", ""постный"", ""отборный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
«Борька и Зорька»,Мясо и птица,суджук говяжий фермерский,165625,https://svoe-rodnoe.ru/category/sausage/18294-00066-sudzhuk-govjazhij-fermerskij,суджук,"[""говяжий"", ""фермерский""]",1,1,1,1,1,1,1,1,1,1,1,1,1,1
«Борька и Зорька»,Мясо и птица,крылышки маринованные для запекания и гриля,121513,https://svoe-rodnoe.ru/category/shashlyk-iz-kuricy/18294-24-krylyshki-marinovannye-dlja-zapekanija-i-grilja,крылышко,"[""мариновать"", ""запекание"", ""гриль""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Бакалея,лист брусники сушеный,82,https://svoe-rodnoe.ru/category/travy-i-koren-ja/183-7-list-ja-brusniki-sushenye,лист,"[""брусника"", ""сушёный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Бакалея,саган-дайля сушеная,81,https://svoe-rodnoe.ru/category/travy-i-koren-ja/183-6-sagan-dajlja-sushenaja,саган,"[""дайль"", ""сушёный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,белые грибы (соленые) 500г,78,https://svoe-rodnoe.ru/category/griby/183-4-belyj-grib-solenyj-vysshij-sort,гриб,"[""солёный""]",0,0,0,0,0,0,0,1,1,1,0,0,0,10
Ароматы тайги,Овощи и фрукты,белые грибы сушеные высший сорт,76,https://svoe-rodnoe.ru/category/griby/183-2-belye-griby-sushenye-vysshij-sort,гриб,"[""сушёный"", ""высокий"", ""сорт""]",0,0,0,0,0,0,0,1,1,1,0,0,0,10
Ароматы тайги,Овощи и фрукты,брусника (вяленая) 300г,179866,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-184-00020-brusnika-vjalenaja-300g,брусника,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,вишня (вяленая) 300г,179812,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-184-000019-vishnja-vjalenaja-300g,вишня,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,земляника лесная (вяленая) 300г,179873,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-184-00025-zemljanika-lesnaja-vjalenaja-300g,земляника,"[""лесной"", ""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,кедровый орех (ядро) 1000г,176825,https://svoe-rodnoe.ru/category/nuts/183-183-183-000011-kedrovyj-oreh-jadro-1000g,орех,"[""кедровый"", ""ядро""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,кедровый орех (ядро) 200г,60174,https://svoe-rodnoe.ru/category/nuts/183-000000019-kedrovyj-oreh-jadro-200g,орех,"[""кедровый"", ""ядро""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,клюква (вяленая),330,https://svoe-rodnoe.ru/category/berries/183-16-kljukva-vjalenaja,клюква,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,"лисички сушеные, 80г",162972,https://svoe-rodnoe.ru/category/griby/183-183-0000000098-lisichki-sushenye,лисичка,"[""сушёный""]",0,0,0,0,0,0,1,1,1,0,0,0,1,10
Ароматы тайги,Овощи и фрукты,амурский бархат (сушеный),333,https://svoe-rodnoe.ru/category/berries/183-19-amurskij-barhat-sushenyj,бархат,"[""амурский"", ""сушёный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,брусника (вяленая),332,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-18-brusnika-vjalenaja,брусника,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,брусника (вяленая) 500г,180279,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-184-5-brusnika-vjalenaja-500g,брусника,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,вишня (вяленая),331,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-17-vishnja-vjalenaja,вишня,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,сморчки сушеные,324,https://svoe-rodnoe.ru/category/griby/183-12-smorchki-sushenye,сморчок,"[""сушёный""]",0,0,0,1,1,0,0,0,0,0,0,0,1,11
Ароматы тайги,Овощи и фрукты,черника (вяленая),327,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-13-chernika-vjalenaja,черника,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,черника (вяленая) 150г,177171,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-184-152-0001-chernika-vjalenaja-150g,черника,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,шиповник (сушеный),74782,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-00015-shipovnik-sushenyj,шиповник,"[""сушёный""]",1,1,1,0,0,0,0,0,1,1,1,1,0,6
Ароматы тайги,Овощи и фрукты,вишня (вяленая) 150г,177173,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-184-15200003-vishnja-vjalenaja-150g,вишня,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,голубика (вяленая) 140г,179871,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-183-184-000020-golubika-vjalenaja-140g,голубика,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,грибы белые сушеные 120г,131879,https://svoe-rodnoe.ru/category/griby/183-00000000888-griby-belye-sushenye-150g,гриб,"[""сушёный""]",0,0,0,0,0,0,0,1,1,1,0,0,0,10
Ароматы тайги,Овощи и фрукты,земляника лесная (вяленая) 150г,178826,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-184-000008-zemljanika-lesnaja-vjalenaja-150g,земляника,"[""лесной"", ""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,кедровый орех (ядро) 500г,74779,https://svoe-rodnoe.ru/category/nuts/183-183-000010-kedrovyj-oreh-jadro-500g,орех,"[""кедровый"", ""ядро""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,малина (вяленая),329,https://svoe-rodnoe.ru/category/berries/183-15-malina-vjalenaja,малина,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,малина (вяленая) 300г,179876,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-184-00026-malina-vjalenaja-300g,малина,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,малина (вяленая) 500г,180281,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-184-6-malina-vjalenaja-500g,малина,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,маслята соленые 500мл,315,https://svoe-rodnoe.ru/category/griby/183-183-8-masljata-solenye,маслёнок,"[""солёный""]",0,0,0,0,0,0,1,1,1,0,0,0,0,10
Ароматы тайги,Овощи и фрукты,рыжики соленые 500г,44144,https://svoe-rodnoe.ru/category/griby/183-183-21-ryzhiki-solenye,рыжик,"[""солёный""]",0,0,0,0,0,0,0,1,1,1,0,0,0,10
Ароматы тайги,Овощи и фрукты,сморчки сушеные 90г,150104,https://svoe-rodnoe.ru/category/griby/183-000000089-smorchki-sushenye-90g,сморчок,"[""сушёный""]",0,0,0,1,1,0,0,0,0,0,0,0,1,11
ProBulion,Бакалея,костный бульон рыбный probulion,48511,https://svoe-rodnoe.ru/category/supy-i-bul-ony/18018-fish-kostnyj-bul-on-rybnyj-probulion,бульон,"[""костный"", ""рыбный"", ""probulion""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ферма Моей Мамы,Бакалея,капуста квашенная,138016,https://svoe-rodnoe.ru/category/marinovannaja-i-solenaja/18550-27-kapusta-kvashennaja,капуста,"[""квасить""]",1,1,1,0,0,0,0,1,1,1,1,1,0,5
Ферма Моей Мамы,Мясо и птица,бройлер,84764,https://svoe-rodnoe.ru/category/chicken/18550-0015-brojler,бройлер,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ферма Моей Мамы,Овощи и фрукты,кабачки,84757,https://svoe-rodnoe.ru/category/vegetables/18550-0008-kabachki,кабачок,[],0,0,0,0,0,0,1,1,1,0,0,0,0,10
Ферма Моей Мамы,Овощи и фрукты,руккола,84763,https://svoe-rodnoe.ru/category/zelen/18550-0014-rukkola,руккола,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ферма Моей Мамы,Овощи и фрукты,укроп,84760,https://svoe-rodnoe.ru/category/zelen/18550-0011-ukrop,укроп,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ферма Моей Мамы,Бакалея,морковь по корейски,84775,https://svoe-rodnoe.ru/category/marinovannaja-i-solenaja/18550-0023-morkov-po-korejski,морковь,"[""корейски""]",1,1,1,1,0,0,1,1,1,1,1,1,0,3
Ферма Моей Мамы,Бакалея,"огурцы соленые ""а-ля деревенские""",84773,https://svoe-rodnoe.ru/category/ovoschi-konservirovannye/18550-0021-ogurcy-solenye-a-lja-derevenskie,огурец,"[""солёный"", ""ля"", ""деревенский""]",0,0,0,0,0,1,1,1,0,0,0,0,0,10
Ферма Моей Мамы,Бакалея,"огурцы соленые ""а-ля деревенские"", 3л",84774,https://svoe-rodnoe.ru/category/marinovannaja-i-solenaja/18550-0022-ogurcy-solenye-a-lja-derevenskie-3l,огурец,"[""солёный"", ""ля"", ""деревенский""]",0,0,0,0,0,1,1,1,0,0,0,0,0,10
Ферма Моей Мамы,Бакалея,"приправа помидорная ""чесночка""",84776,https://svoe-rodnoe.ru/category/butter-sauces/18550-0024-priprava-pomidornaja-chesnochka,приправа,"[""помидорный"", ""чесночок""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ферма Моей Мамы,Мясо и птица,утка,84766,https://svoe-rodnoe.ru/category/utka/18550-0017-utka,утка,[],0,0,0,0,0,0,0,0,1,1,1,0,0,10
Ферма Моей Мамы,Овощи и фрукты,кинза,54924,https://svoe-rodnoe.ru/category/zelen/18550-07-kinza,кинза,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ферма Моей Мамы,Овощи и фрукты,морковь,84755,https://svoe-rodnoe.ru/category/roots/18550-0006-morkov,морковь,[],1,1,1,1,0,0,1,1,1,1,1,1,0,3
Ферма Моей Мамы,Овощи и фрукты,цукини,84758,https://svoe-rodnoe.ru/category/vegetables/18550-0009-cukini,цукиня,[],0,0,0,0,0,0,1,1,1,0,0,0,0,10
«Борька и Зорька»,Мясо и птица,сало классическое,121463,https://svoe-rodnoe.ru/category/salo/18294-20-salo-klassicheskoe,сало,"[""классический""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
«Борька и Зорька»,Мясо и птица,финский сервелат мангалицы,123424,https://svoe-rodnoe.ru/category/vareno-kopchenye/18294-41-finskij-servelat-mangalicy,сервелат,"[""финский"", ""мангалица""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
«Борька и Зорька»,Мясо и птица,цыплята корнишоны,123296,https://svoe-rodnoe.ru/category/chicken/18294-40-cypljata-kornishony,цыплёнок,"[""корнишон""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Бакалея,чабрец (сушеный),60224,https://svoe-rodnoe.ru/category/grocery/183-000028-chabrec-sushenyj,чабрец,"[""сушёный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,белые грузди соленые белянка 500мл,75,https://svoe-rodnoe.ru/category/griby/183-1-belye-gruzdi-solenye,гриб,"[""груздь"", ""солёный"", ""белянка""]",0,0,0,0,0,0,0,1,1,1,0,0,0,10
Ароматы тайги,Овощи и фрукты,белые грузди (соленые) бочковые экстра 500мл,172977,https://svoe-rodnoe.ru/category/griby/183-183-50-belye-gruzdi-solenye-bochkovye-jekstra-500ml,гриб,"[""груздь"", ""солёный"", ""бочковый"", ""экстра""]",0,0,0,0,0,0,0,1,1,1,0,0,0,10
Ароматы тайги,Овощи и фрукты,земляника лесная (вяленая),77,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-3-zemljanika-lesnaja-vjalenaja,земляника,"[""лесной"", ""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,кедровый орех в скорлупе,160309,https://svoe-rodnoe.ru/category/nuts/183-0000000000318-kedrovyj-oreh-v-skorlupe,орех,"[""кедровый"", ""скорлупа""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,клюква (вяленая) 140г,178829,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-183-184-000009-kljukva-vjalenaja-140g,клюква,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,лисички сушеные,80,https://svoe-rodnoe.ru/category/griby/183-5-lisichki-sushenye,лисичка,"[""сушёный""]",0,0,0,0,0,0,1,1,1,0,0,0,1,10
Ароматы тайги,Овощи и фрукты,облепиха (вяленая) 140г,178830,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-183-184-0005-oblepiha-vjalenaja-140g,облепиха,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,облепиха (вяленая) 420г,180293,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-184-894-oblepiha-vjalenaja-420g,облепиха,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,опята соленые 500мл,44141,https://svoe-rodnoe.ru/category/griby/183-183-20-opjata-solenye,опёнок,"[""солёный""]",0,0,0,0,0,0,0,0,1,1,0,0,0,11
Ароматы тайги,Овощи и фрукты,подосиновики (сушеные ) 100г,154338,https://svoe-rodnoe.ru/category/griby/183-0000000015-podosinoviki-sushenye-100g,подосиновик,"[""сушёный""]",0,0,0,0,0,0,0,1,1,0,0,0,0,11
Ароматы тайги,Овощи и фрукты,подосиновик сушеный,322,https://svoe-rodnoe.ru/category/griby/183-11-podosinovik-sushenyj,подосиновик,"[""сушёный""]",0,0,0,0,0,0,0,1,1,0,0,0,0,11
Ароматы тайги,Овощи и фрукты,тестовый товар,163526,https://svoe-rodnoe.ru/category/griby/183-000000010-testovyj-tovar,товар,"[""тестовый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,тестовый товар не весовой,172987,https://svoe-rodnoe.ru/category/griby/183-0000000001-testovyj-tovar-ne-vesovoj,товар,"[""тестовый"", ""весовой""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ароматы тайги,Овощи и фрукты,черника (вяленая) 500г,180262,https://svoe-rodnoe.ru/category/sushennye-i-vjalennye-jagody/183-183-184-2-chernika-vjalenaja-500g,черника,"[""вяленый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ферма Моей Мамы,Мясо и птица,цесарка,84765,https://svoe-rodnoe.ru/category/cesarka/18550-0016-cesarka,цесарка,[],1,1,1,1,1,1,1,1,1,1,1,1,1,1
Ферма Моей Мамы,Овощи и фрукты,букет салатный весенний,84759,https://svoe-rodnoe.ru/category/zelen/18550-0010-buket-salatnyj-vesennij,букет,"[""салатный"", ""весенний""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Ферма Моей Мамы,Овощи и фрукты,свекла,136355,https://svoe-rodnoe.ru/category/roots/18550-18550-0025-svekla,свекла,[],1,1,1,1,0,0,1,1,1,1,1,1,0,3
Ферма Моей Мамы,Овощи и фрукты,шпинат,84762,https://svoe-rodnoe.ru/category/zelen/18550-0013-shpinat,шпинат,[],0,0,0,0,1,1,1,1,0,0,0,0,0,9
Ферма Моей Мамы,Овощи и фрукты,щавель,54920,https://svoe-rodnoe.ru/category/zelen/18550-36-schavel,щавель,[],0,0,0,0,1,1,0,0,0,0,0,0,0,11
Сыроварня DolceLatte,Бакалея,парфе с коньяком и тимьяном,82834,https://svoe-rodnoe.ru/category/pashtety/188-778655788-parfe-s-kon-jakom-i-tim-janom,парфе,"[""коньяк"", ""тимьян""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Сыроварня DolceLatte,Бакалея,соус песто,82831,https://svoe-rodnoe.ru/category/pesto/188-6677643566-sous-pesto,соус,"[""песто""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Сыроварня DolceLatte,Мясо и птица,"мясо вяленое ""coppa"" ""dolcelatte""",82859,https://svoe-rodnoe.ru/category/kopchenoe-i-vjalenoe-mjaso/188-5677543-mjaso-vjalenoe-coppa-dolcelatte,мясо,"[""вяленый"", ""coppa"", ""dolcelatte""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Сыроварня DolceLatte,Бакалея,брускетта из маслин и оливок,82836,https://svoe-rodnoe.ru/category/pashtety/188-78876578-brusketta-iz-maslin-i-olivok,брускетта,"[""маслина"", ""оливка""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Сыроварня DolceLatte,Мясо и птица,"буженина ""dolcelatte""",82863,https://svoe-rodnoe.ru/category/mjasnye-delikatesy/188-7776433-buzhenina-dolcelatte,буженина,"[""dolcelatte""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Экоферма ""Душевное""",Заморозка,чебуреки,61522,https://svoe-rodnoe.ru/category/chebureki/19526-27-chebureki,чебурек,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Сыроварня DolceLatte,Мясо и птица,"ветчина prosciutto cotto ""dolcelatte""",76282,https://svoe-rodnoe.ru/category/sausage/188-21-vetchina-prosciutto-cotto-dolcelatte,ветчина,"[""prosciutto"", ""cotto"", ""dolcelatte""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Сыроварня DolceLatte,Мясо и птица,"холодец ""dolcelatte""",82864,https://svoe-rodnoe.ru/category/mjasnye-delikatesy/188-5688644787-holodec-dolcelatte,холодец,"[""dolcelatte""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Экоферма ""Душевное""",Бакалея,долма,61507,https://svoe-rodnoe.ru/category/vtorye-bljuda/19526-21-dolma,долма,"[""долма""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Экоферма ""Душевное""",Заморозка,"зразы из картофеля, капусты и грибами",61655,https://svoe-rodnoe.ru/category/ovoschi-i-smesi/19526-38-zrazy-iz-kartofelja-kapusty-i-griby,зраза,"[""картофель"", ""капуста"", ""гриб""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Экоферма ""Душевное""",Мясо и птица,азу из говядины,61245,https://svoe-rodnoe.ru/category/guljash-iz-govjadiny/19526-6-azu-iz-govjadiny,азу,"[""говядина""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
"Экоферма ""Душевное""",Заморозка,перец фаршированный,61506,https://svoe-rodnoe.ru/category/kotlety-golubcy-tefteli-naggetsy/19526-20-perec-farshirovannyj,перец,"[""фаршированный""]",0,0,0,0,0,0,0,1,1,1,0,0,0,10
БЕЛОПОЛЕ,Бакалея,"""белополе"" жмых белый кунжут",173296,https://svoe-rodnoe.ru/category/grocery/22090-5137-belopole-zhmyh-belyj-kunzhut,жмых,"[""белый"", ""кунжут""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,"""белополе"" жмых расторопши",173353,https://svoe-rodnoe.ru/category/grocery/22090-2284-belopole-zhmyh-rastoropshi,жмых,"[""расторопша""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,"""белополе"" жмых расторопши молотый",173346,https://svoe-rodnoe.ru/category/grocery/22090-2341-belopole-zhmyh-rastoropshi-molotyj,жмых,"[""расторопша"", ""молотый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,"""белополе"" жмых тыквенный",173334,https://svoe-rodnoe.ru/category/grocery/22090-2389-belopole-zhmyh-tykvennyj,жмых,"[""тыквенный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,"""белополе"" жмых черного тмина",173330,https://svoe-rodnoe.ru/category/grocery/22090-2412-belopole-zhmyh-chernogo-tmina,жмых,"[""чёрный"", ""тмин""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,"""белополе"" жмых черного тмина молотый",173345,https://svoe-rodnoe.ru/category/grocery/22090-2359-belopole-zhmyh-chernogo-tmina-molotyj,жмых,"[""чёрный"", ""тмин"", ""молотый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,"""белополе"" жмых черный кунжут",173302,https://svoe-rodnoe.ru/category/muka/22090-3791-belopole-zhmyh-chernyj-kunzhut,жмых,"[""чёрный"", ""кунжут""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,"""белополе"" льняной жмых",173356,https://svoe-rodnoe.ru/category/grocery/22090-2265-belopole-l-njanoj-zhmyh,жмых,"[""льняной""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,"""белополе"" смесь жмыхов ""друг желудка"": бережное восстановление жкт для всей семьи  400 г",173255,https://svoe-rodnoe.ru/category/superfudy-i-semena/22090-11656-belopole-smes-zhmyhov-drug-zheludka-berezhnoe-vosstanovlenie-zhkt-dlja-vsej-sem-i-400-g,смесь,"[""жмыховый"", ""друг"", ""желудок"", ""бережный"", ""восстановление"", ""жкт"", ""весь"", ""семья""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,кориандр семена целые 50г,173286,https://svoe-rodnoe.ru/category/specii/22090-6781-koriandr-semena-celye-50g,кориандр,"[""семя"", ""целый""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,"""белополе"" жмых конопли пищевой",173351,https://svoe-rodnoe.ru/category/grocery/22090-2291-belopole-zhmyh-konopli-pischevoj,жмых,"[""конопля"", ""пищевой""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,"""белополе"" жмых кедрового ореха",173235,https://svoe-rodnoe.ru/category/grocery/22090-20098-belopole-zhmyh-kedrovogo-oreha,жмых,"[""кедровый"", ""орех""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,"""белополе"" смесь  обезжиренных семян  ""универсальная""  5 семян 400 г",173257,https://svoe-rodnoe.ru/category/superfudy-i-semena/22090-10282-belopole-smes-obezzhirennyh-semjan-universal-naja-5-semjan-400-g,смесь,"[""обезжиренный"", ""семя"", ""универсальный"", ""семя""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,"""белополе"" смесь обезжиренных семян ""для салатов"" 400 г",173256,https://svoe-rodnoe.ru/category/superfudy-i-semena/22090-11650-belopole-smes-obezzhirennyh-semjan-dlja-salatov-400-g,смесь,"[""обезжиренный"", ""семя"", ""салат""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,"""белополе"" горчичный жмых 1 кг",173289,https://svoe-rodnoe.ru/category/grocery/22090-6303-belopole-gorchichnyj-zhmyh-1-kg,жмых,"[""горчичный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
БЕЛОПОЛЕ,Бакалея,шишки хмеля сушеные 40г,173285,https://svoe-rodnoe.ru/category/travy-i-koren-ja/22090-6809-shishki-hmelja-sushenye-40g,шишка,"[""хмелить"", ""сушёный""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
Аннушкина Ферма,Бакалея,майонез 9%,35981,https://svoe-rodnoe.ru/category/mayo/2358-0059-majonez-9-500g,майонез,[],1,1,1,1,1,1,1,1,1,1,1,1,0,1
Аннушкина Ферма,Бакалея,майонез домашний 57%,10251,https://svoe-rodnoe.ru/category/mayo/2358-18od-majonez-domashnij-57,майонез,"[""домашний""]",1,1,1,1,1,1,1,1,1,1,1,1,0,1
